person_id,party,topic,n_alltime,n_term_hor,chars_term_hor,searchword_segs,n_term_other_house
1023,立憲民主党,LGBT,0,0,0,0,0
1025,自由民主党,Defence,11,1,158,1,0
1025,自由民主党,NuclearPower,16,3,2628,4,0
1025,自由民主党,FamilySeparate,0,0,0,0,0
1025,自由民主党,LGBT,0,0,0,0,0
1034,自由民主党,Defence,35,2,910,2,0
1034,自由民主党,NuclearPower,38,1,1023,1,0
1034,自由民主党,FamilySeparate,0,0,0,0,0
1034,自由民主党,LGBT,0,0,0,0,0
1040,公明党,Defence,28,16,10783,24,0
1040,公明党,NuclearPower,0,0,0,0,0
1040,公明党,FamilySeparate,0,0,0,0,0
1040,公明党,LGBT,0,0,0,0,0
1050,自由民主党,Defence,79,27,12428,38,1
1050,自由民主党,NuclearPower,8,0,0,0,0
1050,自由民主党,FamilySeparate,1,0,0,0,0
1050,自由民主党,LGBT,1,0,0,0,0
1064,自由民主党,Defence,3,3,3280,13,0
1064,自由民主党,NuclearPower,2,0,0,0,0
1064,自由民主党,FamilySeparate,0,0,0,0,0
1064,自由民主党,LGBT,0,0,0,0,0
1083,公明党,Defence,55,23,17944,71,0
1083,公明党,NuclearPower,1,1,1220,1,0
1083,公明党,FamilySeparate,0,0,0,0,0
1083,公明党,LGBT,0,0,0,0,0
1084,公明党,Defence,41,8,3322,11,0
1084,公明党,NuclearPower,44,15,7011,16,0
1084,公明党,FamilySeparate,0,0,0,0,0
1084,公明党,LGBT,0,0,0,0,0
1095,自由民主党,Defence,34,13,9728,28,0
1095,自由民主党,NuclearPower,16,6,4036,11,0
1095,自由民主党,FamilySeparate,4,1,1504,2,0
1095,自由民主党,LGBT,1,1,609,2,0
1096,立憲民主党,Defence,25,23,25053,38,0
1096,立憲民主党,NuclearPower,2,2,12683,4,0
1096,立憲民主党,FamilySeparate,2,2,1367,4,0
1096,立憲民主党,LGBT,4,4,2016,8,0
1098,自由民主党,Defence,173,0,0,0,0
1098,自由民主党,NuclearPower,2,0,0,0,0
1098,自由民主党,FamilySeparate,0,0,0,0,0
1098,自由民主党,LGBT,0,0,0,0,0
1100,自由民主党,Defence,25,0,0,0,0
1100,自由民主党,NuclearPower,3,0,0,0,0
1100,自由民主党,FamilySeparate,0,0,0,0,0
1100,自由民主党,LGBT,0,0,0,0,0
1112,無所属,Defence,141,0,0,0,0
1112,無所属,NuclearPower,219,0,0,0,0
1112,無所属,FamilySeparate,0,0,0,0,0
1112,無所属,LGBT,0,0,0,0,0
1113,自由民主党,Defence,7,3,3733,3,0
1113,自由民主党,NuclearPower,0,0,0,0,0
1113,自由民主党,FamilySeparate,0,0,0,0,0
1113,自由民主党,LGBT,0,0,0,0,0
1124,自由民主党,Defence,13,0,0,0,0
1124,自由民主党,NuclearPower,6,3,1810,4,0
1124,自由民主党,FamilySeparate,0,0,0,0,0
1124,自由民主党,LGBT,0,0,0,0,0
1126,立憲民主党,Defence,29,20,14698,23,0
1126,立憲民主党,NuclearPower,9,7,4051,8,0
1126,立憲民主党,FamilySeparate,13,10,6314,14,0
1126,立憲民主党,LGBT,6,5,2057,9,0
1128,立憲民主党,Defence,112,83,48503,179,0
1128,立憲民主党,NuclearPower,10,1,580,1,0
1128,立憲民主党,FamilySeparate,0,0,0,0,0
1128,立憲民主党,LGBT,0,0,0,0,0
1135,自由民主党,Defence,15,4,2470,5,3
1135,自由民主党,NuclearPower,9,4,3405,11,1
1135,自由民主党,FamilySeparate,0,0,0,0,0
1135,自由民主党,LGBT,0,0,0,0,0
1138,無所属,Defence,31,17,10749,28,2
1138,無所属,NuclearPower,2,0,0,0,0
1138,無所属,FamilySeparate,0,0,0,0,0
1138,無所属,LGBT,0,0,0,0,0
1140,自由民主党,Defence,122,1,2040,1,0
1140,自由民主党,NuclearPower,2,0,0,0,0
1140,自由民主党,FamilySeparate,1,0,0,0,0
1140,自由民主党,LGBT,1,0,0,0,0
1145,自由民主党,Defence,4,1,620,1,0
1145,自由民主党,NuclearPower,0,0,0,0,0
1145,自由民主党,FamilySeparate,0,0,0,0,0
1145,自由民主党,LGBT,0,0,0,0,0
1165,自由民主党,Defence,109,0,0,0,0
1165,自由民主党,NuclearPower,9,0,0,0,0
1165,自由民主党,FamilySeparate,0,0,0,0,0
1165,自由民主党,LGBT,0,0,0,0,0
1170,公明党,Defence,707,0,0,0,0
1170,公明党,NuclearPower,83,0,0,0,0
1170,公明党,FamilySeparate,0,0,0,0,0
1170,公明党,LGBT,0,0,0,0,0
1178,公明党,Defence,219,61,47508,94,34
1178,公明党,NuclearPower,258,4,1139,4,4
1178,公明党,FamilySeparate,1,0,0,0,0
1178,公明党,LGBT,0,0,0,0,0
1188,自由民主党,Defence,316,2,951,2,9
1188,自由民主党,NuclearPower,38,8,8932,15,18
1188,自由民主党,FamilySeparate,1,0,0,0,0
1188,自由民主党,LGBT,0,0,0,0,0
1204,自由民主党,Defence,56,14,9754,33,5
1204,自由民主党,NuclearPower,0,0,0,0,0
1204,自由民主党,FamilySeparate,0,0,0,0,0
1204,自由民主党,LGBT,1,0,0,0,1
1206,自由民主党,Defence,836,331,173075,840,454
1206,自由民主党,NuclearPower,6,5,2177,8,0
1206,自由民主党,FamilySeparate,0,0,0,0,0
1206,自由民主党,LGBT,0,0,0,0,0
1211,自由民主党,Defence,17,14,11346,28,0
1211,自由民主党,NuclearPower,0,0,0,0,0
1211,自由民主党,FamilySeparate,0,0,0,0,0
1211,自由民主党,LGBT,0,0,0,0,0
1214,立憲民主党,Defence,38,7,22282,27,0
1214,立憲民主党,NuclearPower,17,7,15305,17,0
1214,立憲民主党,FamilySeparate,13,6,18120,11,0
1214,立憲民主党,LGBT,18,17,22618,28,0
1215,自由民主党,Defence,81,0,0,0,0
1215,自由民主党,NuclearPower,91,0,0,0,0
1215,自由民主党,FamilySeparate,0,0,0,0,0
1215,自由民主党,LGBT,0,0,0,0,0
1229,立憲民主党,Defence,9,7,22633,20,0
1229,立憲民主党,NuclearPower,1,1,8983,4,0
1229,立憲民主党,FamilySeparate,32,32,35992,84,0
1229,立憲民主党,LGBT,16,16,25730,43,0
1231,自由民主党,Defence,48,0,0,0,0
1231,自由民主党,NuclearPower,50,0,0,0,0
1231,自由民主党,FamilySeparate,0,0,0,0,0
1231,自由民主党,LGBT,0,0,0,0,0
1234,立憲民主党,Defence,20,9,13221,11,0
1234,立憲民主党,NuclearPower,6,0,0,0,0
1234,立憲民主党,FamilySeparate,0,0,0,0,0
1234,立憲民主党,LGBT,1,1,958,1,0
1269,自由民主党,Defence,100,47,66120,49,0
1269,自由民主党,NuclearPower,18,1,892,1,0
1269,自由民主党,FamilySeparate,0,0,0,0,0
1269,自由民主党,LGBT,0,0,0,0,0
1276,自由民主党,Defence,25,1,9144,10,0
1276,自由民主党,NuclearPower,25,0,0,0,0
1276,自由民主党,FamilySeparate,0,0,0,0,0
1276,自由民主党,LGBT,0,0,0,0,0
1277,日本維新の会,Defence,18,16,21079,31,0
1277,日本維新の会,NuclearPower,18,7,6748,15,0
1277,日本維新の会,FamilySeparate,0,0,0,0,0
1277,日本維新の会,LGBT,0,0,0,0,0
1279,自由民主党,Defence,486,135,79348,266,79
1279,自由民主党,NuclearPower,116,6,3097,10,15
1279,自由民主党,FamilySeparate,19,0,0,0,0
1279,自由民主党,LGBT,2,2,1220,2,0
1304,自由民主党,Defence,2,0,0,0,0
1304,自由民主党,NuclearPower,2,0,0,0,0
1304,自由民主党,FamilySeparate,0,0,0,0,0
1304,自由民主党,LGBT,0,0,0,0,0
1313,立憲民主党,Defence,1035,46,19878,73,0
1313,立憲民主党,NuclearPower,63,8,4249,23,0
1313,立憲民主党,FamilySeparate,6,0,0,0,0
1313,立憲民主党,LGBT,0,0,0,0,0
1314,立憲民主党,Defence,38,0,0,0,0
1314,立憲民主党,NuclearPower,14,0,0,0,0
1314,立憲民主党,FamilySeparate,0,0,0,0,0
1314,立憲民主党,LGBT,0,0,0,0,0
1343,国民民主党,Defence,72,18,10867,43,0
1343,国民民主党,NuclearPower,74,7,6804,9,0
1343,国民民主党,FamilySeparate,0,0,0,0,0
1343,国民民主党,LGBT,0,0,0,0,0
1345,自由民主党,Defence,75,5,2585,6,4
1345,自由民主党,NuclearPower,8,0,0,0,0
1345,自由民主党,FamilySeparate,23,5,3425,7,4
1345,自由民主党,LGBT,2,1,390,1,0
1346,自由民主党,Defence,7,0,0,0,0
1346,自由民主党,NuclearPower,0,0,0,0,0
1346,自由民主党,FamilySeparate,0,0,0,0,0
1346,自由民主党,LGBT,0,0,0,0,0
1348,自由民主党,Defence,16,4,1946,4,0
1348,自由民主党,NuclearPower,33,0,0,0,0
1348,自由民主党,FamilySeparate,0,0,0,0,0
1348,自由民主党,LGBT,0,0,0,0,0
1351,自由民主党,Defence,15,2,823,2,0
1351,自由民主党,NuclearPower,4,2,641,2,0
1351,自由民主党,FamilySeparate,0,0,0,0,0
1351,自由民主党,LGBT,0,0,0,0,0
1356,自由民主党,Defence,7,3,2353,4,0
1356,自由民主党,NuclearPower,3,3,1780,6,0
1356,自由民主党,FamilySeparate,0,0,0,0,0
1356,自由民主党,LGBT,0,0,0,0,0
1363,自由民主党,Defence,52,27,16247,56,1
1363,自由民主党,NuclearPower,1,0,0,0,0
1363,自由民主党,FamilySeparate,0,0,0,0,0
1363,自由民主党,LGBT,0,0,0,0,0
1373,自由民主党,Defence,172,19,17245,51,13
1373,自由民主党,NuclearPower,41,14,19918,24,16
1373,自由民主党,FamilySeparate,0,0,0,0,0
1373,自由民主党,LGBT,0,0,0,0,0
1382,自由民主党,Defence,175,1,1494,2,2
1382,自由民主党,NuclearPower,5,1,1494,1,0
1382,自由民主党,FamilySeparate,0,0,0,0,0
1382,自由民主党,LGBT,1,1,67,1,0
1387,公明党,Defence,149,7,54783,45,0
1387,公明党,NuclearPower,31,2,19346,3,0
1387,公明党,FamilySeparate,2,1,4859,1,0
1387,公明党,LGBT,0,0,0,0,0
1389,立憲民主党,Defence,54,36,18262,59,0
1389,立憲民主党,NuclearPower,15,2,1267,2,0
1389,立憲民主党,FamilySeparate,0,0,0,0,0
1389,立憲民主党,LGBT,0,0,0,0,0
1393,立憲民主党,Defence,55,19,15774,33,0
1393,立憲民主党,NuclearPower,10,2,771,4,0
1393,立憲民主党,FamilySeparate,4,1,1075,1,0
1393,立憲民主党,LGBT,3,3,1644,3,0
1404,自由民主党,Defence,3,0,0,0,0
1404,自由民主党,NuclearPower,0,0,0,0,0
1404,自由民主党,FamilySeparate,1,0,0,0,0
1404,自由民主党,LGBT,0,0,0,0,0
1413,立憲民主党,Defence,14,5,3711,7,0
1413,立憲民主党,NuclearPower,0,0,0,0,0
1413,立憲民主党,FamilySeparate,0,0,0,0,0
1413,立憲民主党,LGBT,0,0,0,0,0
1417,自由民主党,Defence,28,7,7714,8,4
1417,自由民主党,NuclearPower,14,0,0,0,0
1417,自由民主党,FamilySeparate,0,0,0,0,0
1417,自由民主党,LGBT,0,0,0,0,0
1430,自由民主党,Defence,99,40,21947,94,0
1430,自由民主党,NuclearPower,1,1,691,2,0
1430,自由民主党,FamilySeparate,0,0,0,0,0
1430,自由民主党,LGBT,0,0,0,0,0
1433,自由民主党,Defence,15,5,13364,9,3
1433,自由民主党,NuclearPower,35,3,12631,3,2
1433,自由民主党,FamilySeparate,0,0,0,0,0
1433,自由民主党,LGBT,4,4,704,4,0
1434,立憲民主党,Defence,49,1,552,1,0
1434,立憲民主党,NuclearPower,12,0,0,0,0
1434,立憲民主党,FamilySeparate,0,0,0,0,0
1434,立憲民主党,LGBT,0,0,0,0,0
1450,立憲民主党,Defence,129,21,11111,21,0
1450,立憲民主党,NuclearPower,288,0,0,0,0
1450,立憲民主党,FamilySeparate,0,0,0,0,0
1450,立憲民主党,LGBT,0,0,0,0,0
1470,自由民主党,Defence,7,2,943,4,3
1470,自由民主党,NuclearPower,1,1,506,2,0
1470,自由民主党,FamilySeparate,0,0,0,0,0
1470,自由民主党,LGBT,0,0,0,0,0
1483,自由民主党,Defence,907,11,7181,13,6
1483,自由民主党,NuclearPower,76,4,2828,4,3
1483,自由民主党,FamilySeparate,2,1,644,1,0
1483,自由民主党,LGBT,1,0,0,0,0
1485,自由民主党,Defence,185,82,51186,120,70
1485,自由民主党,NuclearPower,15,0,0,0,0
1485,自由民主党,FamilySeparate,0,0,0,0,0
1485,自由民主党,LGBT,0,0,0,0,0
1487,自由民主党,Defence,143,0,0,0,0
1487,自由民主党,NuclearPower,41,0,0,0,0
1487,自由民主党,FamilySeparate,0,0,0,0,0
1487,自由民主党,LGBT,0,0,0,0,0
1496,日本維新の会,Defence,144,142,157465,487,0
1496,日本維新の会,NuclearPower,6,6,9827,6,0
1496,日本維新の会,FamilySeparate,0,0,0,0,0
1496,日本維新の会,LGBT,0,0,0,0,0
1501,自由民主党,Defence,99,0,0,0,0
1501,自由民主党,NuclearPower,50,0,0,0,0
1501,自由民主党,FamilySeparate,0,0,0,0,0
1501,自由民主党,LGBT,0,0,0,0,0
1505,自由民主党,Defence,228,38,12110,77,0
1505,自由民主党,NuclearPower,150,0,0,0,0
1505,自由民主党,FamilySeparate,4,0,0,0,0
1505,自由民主党,LGBT,1,0,0,0,0
1516,自由民主党,Defence,31,3,3379,7,0
1516,自由民主党,NuclearPower,0,0,0,0,0
1516,自由民主党,FamilySeparate,0,0,0,0,0
1516,自由民主党,LGBT,0,0,0,0,0
1522,自由民主党,Defence,22,3,3225,5,2
1522,自由民主党,NuclearPower,3,0,0,0,0
1522,自由民主党,FamilySeparate,0,0,0,0,0
1522,自由民主党,LGBT,0,0,0,0,0
1524,立憲民主党,Defence,40,4,3088,4,0
1524,立憲民主党,NuclearPower,38,1,1758,1,0
1524,立憲民主党,FamilySeparate,6,4,2854,9,0
1524,立憲民主党,LGBT,6,0,0,0,0
1538,自由民主党,Defence,11,7,4348,14,0
1538,自由民主党,NuclearPower,3,1,295,2,0
1538,自由民主党,FamilySeparate,2,2,1023,5,0
1538,自由民主党,LGBT,10,9,4119,9,1
1543,立憲民主党,Defence,7,0,0,0,0
1543,立憲民主党,NuclearPower,0,0,0,0,0
1543,立憲民主党,FamilySeparate,0,0,0,0,0
1543,立憲民主党,LGBT,0,0,0,0,0
1549,国民民主党,Defence,18,3,4491,5,0
1549,国民民主党,NuclearPower,15,0,0,0,0
1549,国民民主党,FamilySeparate,0,0,0,0,0
1549,国民民主党,LGBT,0,0,0,0,0
1553,立憲民主党,Defence,3,3,7011,5,0
1553,立憲民主党,NuclearPower,5,5,4455,7,0
1553,立憲民主党,FamilySeparate,0,0,0,0,0
1553,立憲民主党,LGBT,0,0,0,0,0
1558,立憲民主党,Defence,25,13,6687,14,0
1558,立憲民主党,NuclearPower,5,5,3034,7,0
1558,立憲民主党,FamilySeparate,26,7,6002,13,0
1558,立憲民主党,LGBT,4,4,2257,4,0
1566,立憲民主党,Defence,54,0,0,0,0
1566,立憲民主党,NuclearPower,3,0,0,0,0
1566,立憲民主党,FamilySeparate,0,0,0,0,0
1566,立憲民主党,LGBT,0,0,0,0,0
1569,立憲民主党,Defence,374,78,58181,212,0
1569,立憲民主党,NuclearPower,28,3,5561,9,0
1569,立憲民主党,FamilySeparate,0,0,0,0,0
1569,立憲民主党,LGBT,0,0,0,0,0
1572,自由民主党,Defence,2,2,1729,3,0
1572,自由民主党,NuclearPower,0,0,0,0,0
1572,自由民主党,FamilySeparate,0,0,0,0,0
1572,自由民主党,LGBT,0,0,0,0,0
1585,自由民主党,Defence,29,7,3821,14,0
1585,自由民主党,NuclearPower,12,0,0,0,0
1585,自由民主党,FamilySeparate,0,0,0,0,0
1585,自由民主党,LGBT,0,0,0,0,0
1587,日本維新の会,Defence,87,35,34484,62,0
1587,日本維新の会,NuclearPower,9,8,13752,15,0
1587,日本維新の会,FamilySeparate,1,0,0,0,0
1587,日本維新の会,LGBT,0,0,0,0,0
1593,自由民主党,Defence,22,3,6614,4,4
1593,自由民主党,NuclearPower,28,9,5151,16,1
1593,自由民主党,FamilySeparate,0,0,0,0,0
1593,自由民主党,LGBT,0,0,0,0,0
1605,立憲民主党,Defence,23,20,19880,28,0
1605,立憲民主党,NuclearPower,4,3,2898,6,0
1605,立憲民主党,FamilySeparate,1,1,280,1,0
1605,立憲民主党,LGBT,0,0,0,0,0
1614,自由民主党,Defence,62,22,16183,54,1
1614,自由民主党,NuclearPower,1,0,0,0,0
1614,自由民主党,FamilySeparate,0,0,0,0,0
1614,自由民主党,LGBT,0,0,0,0,0
1619,立憲民主党,Defence,80,48,48710,104,0
1619,立憲民主党,NuclearPower,17,2,925,3,0
1619,立憲民主党,FamilySeparate,0,0,0,0,0
1619,立憲民主党,LGBT,0,0,0,0,0
1630,立憲民主党,Defence,18,18,18619,35,0
1630,立憲民主党,NuclearPower,18,12,11316,19,0
1630,立憲民主党,FamilySeparate,0,0,0,0,0
1630,立憲民主党,LGBT,0,0,0,0,0
1640,自由民主党,Defence,10,4,4027,8,0
1640,自由民主党,NuclearPower,0,0,0,0,0
1640,自由民主党,FamilySeparate,0,0,0,0,0
1640,自由民主党,LGBT,0,0,0,0,0
1641,自由民主党,Defence,35,6,6158,35,0
1641,自由民主党,NuclearPower,0,0,0,0,0
1641,自由民主党,FamilySeparate,0,0,0,0,0
1641,自由民主党,LGBT,0,0,0,0,0
1645,自由民主党,Defence,138,13,12093,34,0
1645,自由民主党,NuclearPower,50,2,2099,2,0
1645,自由民主党,FamilySeparate,0,0,0,0,0
1645,自由民主党,LGBT,0,0,0,0,0
1651,立憲民主党,Defence,15,12,18519,34,0
1651,立憲民主党,NuclearPower,42,10,5285,18,0
1651,立憲民主党,FamilySeparate,1,1,4466,1,0
1651,立憲民主党,LGBT,2,2,5371,5,0
1655,立憲民主党,Defence,531,22,10873,46,0
1655,立憲民主党,NuclearPower,10,1,906,1,0
1655,立憲民主党,FamilySeparate,4,0,0,0,0
1655,立憲民主党,LGBT,1,0,0,0,0
1672,自由民主党,Defence,4910,9,12149,23,0
1672,自由民主党,NuclearPower,29,0,0,0,0
1672,自由民主党,FamilySeparate,1,0,0,0,0
1672,自由民主党,LGBT,1,0,0,0,0
1701,自由民主党,Defence,5,5,6296,7,0
1701,自由民主党,NuclearPower,0,0,0,0,0
1701,自由民主党,FamilySeparate,0,0,0,0,0
1701,自由民主党,LGBT,0,0,0,0,0
1706,自由民主党,Defence,35,3,4045,4,0
1706,自由民主党,NuclearPower,42,3,3293,5,1
1706,自由民主党,FamilySeparate,0,0,0,0,0
1706,自由民主党,LGBT,0,0,0,0,0
1711,日本維新の会,Defence,320,67,71783,145,0
1711,日本維新の会,NuclearPower,309,47,40564,96,0
1711,日本維新の会,FamilySeparate,25,1,602,2,0
1711,日本維新の会,LGBT,0,0,0,0,0
1716,日本維新の会,Defence,19,19,9401,31,0
1716,日本維新の会,NuclearPower,4,4,3375,12,0
1716,日本維新の会,FamilySeparate,0,0,0,0,0
1716,日本維新の会,LGBT,0,0,0,0,0
1735,自由民主党,Defence,62,6,4466,7,0
1735,自由民主党,NuclearPower,6,1,982,1,1
1735,自由民主党,FamilySeparate,0,0,0,0,0
1735,自由民主党,LGBT,0,0,0,0,0
1753,自由民主党,Defence,7,2,987,2,0
1753,自由民主党,NuclearPower,5,2,2138,3,0
1753,自由民主党,FamilySeparate,0,0,0,0,0
1753,自由民主党,LGBT,0,0,0,0,0
1761,自由民主党,Defence,1,1,1117,1,0
1761,自由民主党,NuclearPower,1,0,0,0,0
1761,自由民主党,FamilySeparate,1,0,0,0,0
1761,自由民主党,LGBT,0,0,0,0,0
1762,自由民主党,Defence,1194,36,11428,47,0
1762,自由民主党,NuclearPower,28,0,0,0,0
1762,自由民主党,FamilySeparate,0,0,0,0,0
1762,自由民主党,LGBT,0,0,0,0,0
1765,立憲民主党,Defence,60,33,41297,98,0
1765,立憲民主党,NuclearPower,20,2,3415,2,0
1765,立憲民主党,FamilySeparate,0,0,0,0,0
1765,立憲民主党,LGBT,2,2,669,3,0
1767,自由民主党,Defence,3,1,194,1,0
1767,自由民主党,NuclearPower,5,3,4630,16,0
1767,自由民主党,FamilySeparate,0,0,0,0,0
1767,自由民主党,LGBT,0,0,0,0,0
1768,自由民主党,Defence,19,3,774,5,0
1768,自由民主党,NuclearPower,32,0,0,0,0
1768,自由民主党,FamilySeparate,0,0,0,0,0
1768,自由民主党,LGBT,0,0,0,0,0
1770,自由民主党,Defence,59,8,10109,10,1
1770,自由民主党,NuclearPower,3,0,0,0,0
1770,自由民主党,FamilySeparate,9,4,5001,5,1
1770,自由民主党,LGBT,5,0,0,0,5
1778,自由民主党,Defence,10,1,704,1,0
1778,自由民主党,NuclearPower,0,0,0,0,0
1778,自由民主党,FamilySeparate,0,0,0,0,0
1778,自由民主党,LGBT,0,0,0,0,0
1782,日本維新の会,Defence,107,48,45409,107,0
1782,日本維新の会,NuclearPower,74,51,52353,88,0
1782,日本維新の会,FamilySeparate,0,0,0,0,0
1782,日本維新の会,LGBT,0,0,0,0,0
1800,日本維新の会,Defence,52,23,17191,35,0
1800,日本維新の会,NuclearPower,52,16,8032,28,0
1800,日本維新の会,FamilySeparate,0,0,0,0,0
1800,日本維新の会,LGBT,0,0,0,0,0
1815,日本維新の会,Defence,43,21,8691,24,0
1815,日本維新の会,NuclearPower,8,6,1631,8,0
1815,日本維新の会,FamilySeparate,1,1,1397,1,0
1815,日本維新の会,LGBT,0,0,0,0,0
1816,自由民主党,Defence,38,28,18043,103,0
1816,自由民主党,NuclearPower,7,6,3440,11,0
1816,自由民主党,FamilySeparate,0,0,0,0,0
1816,自由民主党,LGBT,0,0,0,0,0
1819,自由民主党,Defence,104,1,8614,12,0
1819,自由民主党,NuclearPower,278,0,0,0,0
1819,自由民主党,FamilySeparate,0,0,0,0,0
1819,自由民主党,LGBT,0,0,0,0,0
1820,自由民主党,Defence,43,2,1317,2,0
1820,自由民主党,NuclearPower,7,0,0,0,0
1820,自由民主党,FamilySeparate,0,0,0,0,0
1820,自由民主党,LGBT,0,0,0,0,0
1822,日本維新の会,Defence,131,32,36520,52,0
1822,日本維新の会,NuclearPower,53,1,319,1,0
1822,日本維新の会,FamilySeparate,0,0,0,0,0
1822,日本維新の会,LGBT,0,0,0,0,0
1823,自由民主党,Defence,12,7,1567,8,0
1823,自由民主党,NuclearPower,15,0,0,0,0
1823,自由民主党,FamilySeparate,0,0,0,0,0
1823,自由民主党,LGBT,0,0,0,0,0
1826,自由民主党,Defence,17,2,2624,2,0
1826,自由民主党,NuclearPower,2,0,0,0,0
1826,自由民主党,FamilySeparate,1,0,0,0,0
1826,自由民主党,LGBT,0,0,0,0,0
1827,日本維新の会,Defence,70,70,59051,130,0
1827,日本維新の会,NuclearPower,9,9,5748,15,0
1827,日本維新の会,FamilySeparate,5,5,2353,9,0
1827,日本維新の会,LGBT,2,2,1234,3,0
1858,公明党,Defence,58,50,39298,114,0
1858,公明党,NuclearPower,14,14,8819,27,0
1858,公明党,FamilySeparate,0,0,0,0,0
1858,公明党,LGBT,0,0,0,0,0
1868,日本維新の会,Defence,3,1,1247,2,0
1868,日本維新の会,NuclearPower,1,1,1247,1,0
1868,日本維新の会,FamilySeparate,1,1,1320,1,0
1868,日本維新の会,LGBT,0,0,0,0,0
1874,自由民主党,Defence,1260,9,8885,37,0
1874,自由民主党,NuclearPower,17,0,0,0,0
1874,自由民主党,FamilySeparate,4,0,0,0,0
1874,自由民主党,LGBT,0,0,0,0,0
1887,自由民主党,Defence,10,7,7126,8,0
1887,自由民主党,NuclearPower,0,0,0,0,0
1887,自由民主党,FamilySeparate,0,0,0,0,0
1887,自由民主党,LGBT,0,0,0,0,0
1901,立憲民主党,Defence,177,130,83524,273,0
1901,立憲民主党,NuclearPower,1,1,619,1,0
1901,立憲民主党,FamilySeparate,0,0,0,0,0
1901,立憲民主党,LGBT,0,0,0,0,0
1902,自由民主党,Defence,158,26,59422,153,0
1902,自由民主党,NuclearPower,25,1,160,1,0
1902,自由民主党,FamilySeparate,0,0,0,0,0
1902,自由民主党,LGBT,2,2,533,5,0
1903,自由民主党,Defence,35,1,1910,1,0
1903,自由民主党,NuclearPower,9,0,0,0,0
1903,自由民主党,FamilySeparate,0,0,0,0,0
1903,自由民主党,LGBT,0,0,0,0,0
1904,自由民主党,Defence,33,2,5166,11,0
1904,自由民主党,NuclearPower,63,1,2934,1,0
1904,自由民主党,FamilySeparate,0,0,0,0,0
1904,自由民主党,LGBT,0,0,0,0,0
1905,自由民主党,Defence,69,25,19909,53,6
1905,自由民主党,NuclearPower,0,0,0,0,0
1905,自由民主党,FamilySeparate,1,1,806,1,0
1905,自由民主党,LGBT,4,2,1233,3,2
1910,立憲民主党,Defence,59,37,18770,67,0
1910,立憲民主党,NuclearPower,9,0,0,0,0
1910,立憲民主党,FamilySeparate,0,0,0,0,0
1910,立憲民主党,LGBT,0,0,0,0,0
1913,自由民主党,Defence,7,7,6135,12,0
1913,自由民主党,NuclearPower,0,0,0,0,0
1913,自由民主党,FamilySeparate,0,0,0,0,0
1913,自由民主党,LGBT,0,0,0,0,0
1914,立憲民主党,Defence,46,30,29398,50,0
1914,立憲民主党,NuclearPower,398,131,82269,352,0
1914,立憲民主党,FamilySeparate,0,0,0,0,0
1914,立憲民主党,LGBT,0,0,0,0,0
1921,無所属,Defence,46,46,35955,93,0
1921,無所属,NuclearPower,18,18,13489,28,0
1921,無所属,FamilySeparate,57,2,9930,4,0
1921,無所属,LGBT,2,2,5875,3,0
1925,自由民主党,Defence,59,0,0,0,0
1925,自由民主党,NuclearPower,6,0,0,0,0
1925,自由民主党,FamilySeparate,1,0,0,0,0
1925,自由民主党,LGBT,0,0,0,0,0
1930,自由民主党,Defence,2,1,1582,1,1
1930,自由民主党,NuclearPower,1,0,0,0,1
1930,自由民主党,FamilySeparate,0,0,0,0,0
1930,自由民主党,LGBT,0,0,0,0,0
1934,自由民主党,Defence,63,1,2144,3,0
1934,自由民主党,NuclearPower,35,0,0,0,0
1934,自由民主党,FamilySeparate,0,0,0,0,0
1934,自由民主党,LGBT,0,0,0,0,0
1938,自由民主党,Defence,16,2,1464,3,0
1938,自由民主党,NuclearPower,18,1,1263,1,0
1938,自由民主党,FamilySeparate,1,1,826,5,0
1938,自由民主党,LGBT,3,2,2862,3,0
1945,自由民主党,Defence,44,12,6762,29,1
1945,自由民主党,NuclearPower,2,0,0,0,0
1945,自由民主党,FamilySeparate,1,0,0,0,0
1945,自由民主党,LGBT,0,0,0,0,0
1958,自由民主党,Defence,37,10,12273,14,7
1958,自由民主党,NuclearPower,1,0,0,0,1
1958,自由民主党,FamilySeparate,2,2,891,2,0
1958,自由民主党,LGBT,0,0,0,0,0
1964,自由民主党,Defence,23,6,5150,11,0
1964,自由民主党,NuclearPower,1,1,683,1,0
1964,自由民主党,FamilySeparate,0,0,0,0,0
1964,自由民主党,LGBT,0,0,0,0,0
1968,日本維新の会,Defence,101,83,56186,141,0
1968,日本維新の会,NuclearPower,6,5,3654,7,0
1968,日本維新の会,FamilySeparate,0,0,0,0,0
1968,日本維新の会,LGBT,0,0,0,0,0
1972,自由民主党,Defence,13,2,4488,2,0
1972,自由民主党,NuclearPower,38,1,491,1,0
1972,自由民主党,FamilySeparate,0,0,0,0,0
1972,自由民主党,LGBT,0,0,0,0,0
1977,自由民主党,Defence,502,262,146509,494,181
1977,自由民主党,NuclearPower,21,3,1178,4,5
1977,自由民主党,FamilySeparate,0,0,0,0,0
1977,自由民主党,LGBT,1,1,379,1,0
1982,公明党,Defence,68,52,36657,113,0
1982,公明党,NuclearPower,1,1,740,2,0
1982,公明党,FamilySeparate,0,0,0,0,0
1982,公明党,LGBT,0,0,0,0,0
1994,立憲民主党,Defence,70,7,9981,9,0
1994,立憲民主党,NuclearPower,301,62,37596,125,0
