Topic,Count,Name,Representation,Representative_Docs
26,26,26_高村今回限定的違憲合憲議論中判決文中個別的自衛権分けゃべっ言及排除今回合憲認め排除_行使根拠持ち出砂川判決触自衛権めぐる部分傍論明白りま_砂川判決合憲言及_砂川判決以降政府憲法九条行使認め答弁繰り返わけ経過っ砂川判決行使根拠づけ使全く無理言わざる得思,"['高村今回限定的違憲合憲議論中判決文中個別的自衛権分けゃべっ言及排除今回合憲認め排除', '行使根拠持ち出砂川判決触自衛権めぐる部分傍論明白りま', '砂川判決合憲言及', '砂川判決以降政府憲法九条行使認め答弁繰り返わけ経過っ砂川判決行使根拠づけ使全く無理言わざる得思', '砂川判決今回限合憲根拠話聞', '現地状況航空活動内容っり違憲判決違憲判決結論けど違憲判断根拠正当性疑わるる思ょ', '日本我国行使認め言っょ砂川最高裁判決', '政府行使根拠最高裁砂川判決持ち出ま判決触り当時アメリカ政府圧力統治行為論り憲法判断避け', '政府行使根拠最高裁砂川判決持ち出まけど判決触当時アメリカ政府圧力統治行為論り憲法判断避け', '政府皆イラク派遣判決傍論傍論言っ無視']","['重要言まけど砂川判決今回認める合憲根拠ま', '前申上げま全面的否定必', '○宮本（徹）委員一切議論判決傍論部分最高裁判決根拠持ち出行使容認憲法上根拠示言わゃけふ思']"
27,26,27_農地貸借全面自由化企業農業参入大く道開く農地法改悪案成立見越農地集約加速経費盛り込海賊対策口実派遣経費盛り込看過ま_内閣提出案事後報告並び与党修正案実施後二十日以内事後承認海外展開既既成事実化可能性高く対応措置実施国会シビリアンコントロールっり歯どめけく実質的困難り_国権最高機関形骸化こデメリット事前審査断じざる得典型的表今回経済法制審査_道路造る収用規定観点収用規定,"['農地貸借全面自由化企業農業参入大く道開く農地法改悪案成立見越農地集約加速経費盛り込海賊対策口実派遣経費盛り込看過ま', '内閣提出案事後報告並び与党修正案実施後二十日以内事後承認海外展開既既成事実化可能性高く対応措置実施国会シビリアンコントロールっり歯どめけく実質的困難り', '国権最高機関形骸化こデメリット事前審査断じざる得典型的表今回経済法制審査', '道路造る収用規定観点収用規定', '農地水源地等管理法律よ上リスクる可能性ゼロく対処従前法律不可能考', '省設置法十二条戦前反省踏まシビリアンコントロール構成文官統制規定くま一度確認思', '省設置法十二条シビリアンコントロール文民統制一翼す位置づけけ', '省勧告深刻受け止め再発防止図る強く求め思', '本法案内閣法改正国家局事務国家外交政策政策加経済政策基本方針事務どるる現行法改正変わるょ', '本改正案省内部文官シビリアンコントロール根拠省設置法第十二条見直す極め重大内容含り現在法制全体大影響及ぼね']","['農地貸借全面自由化企業農業参入大く道開く農地法改悪案成立見越農地集約加速経費盛り込海賊対策口実派遣経費盛り込看過ま', '二前航空幕僚長政府見解逸脱論文応募発表省・国民理解信頼大く損ね遺憾極み当該事案徹底的究明図っ上再発防止策確立・徹底図る', '農地貸借全面自由化企業農業参入大く道開く農地法改悪案成立見越農地集約加速経費盛り込海賊対策口実派遣経費盛り込看過ま']"
28,25,28_先井口参考人話伺例九条第二項削っ自衛戦力保持認め第三項認める改憲案場合二関連事項くっけるふっゃま例ワンパッケージ処理こ場合自衛戦力保持認めるけど認め行使言国民当然思けど結果そ意思反映るじゃ_今限界ょっ先解釈行けるそ違憲今法制わゆる憲法違反ま解釈ける_総裁憲法明示的禁止合憲言高村副総裁っゃっ党中責任者方理論上得る言ょまざま御答弁ま以前徴兵制憲法違反賛成ねる話方々現時点徴兵制ま言っよそ信じ_集団ね集団参加よそ否定思っどろろ議論く中最初個別的自衛権場合国連決議説明くる多分思けど新三要件満す限り正当る集団参加るそふ変わっ思ね,"['先井口参考人話伺例九条第二項削っ自衛戦力保持認め第三項認める改憲案場合二関連事項くっけるふっゃま例ワンパッケージ処理こ場合自衛戦力保持認めるけど認め行使言国民当然思けど結果そ意思反映るじゃ', '今限界ょっ先解釈行けるそ違憲今法制わゆる憲法違反ま解釈ける', '総裁憲法明示的禁止合憲言高村副総裁っゃっ党中責任者方理論上得る言ょまざま御答弁ま以前徴兵制憲法違反賛成ねる話方々現時点徴兵制ま言っよそ信じ', '集団ね集団参加よそ否定思っどろろ議論く中最初個別的自衛権場合国連決議説明くる多分思けど新三要件満す限り正当る集団参加るそふ変わっ思ね', '法治国家点先愛知委員自身そ言わ困っまっ言わま法治国家一番問題り憲法変解釈改憲こそくっ海外行くイラク戦地行くっこ法治国家問わる根本問題ふ感じり', '憲法解釈自体憲法精神ゆめる以上拡大解釈続けるそ今ち切そ状況思近将来政府見解変るく憲法改正成文化っ逆今憲法厳格運用グレー選択肢憲法信頼性極め薄くる気りま', '憲法文言言葉悪ま種原理主義的言葉捉ま多く意見違憲議論わけまぜひ合憲方々中具体的要件今回法案要件っり議論くべ思', '憲法学者皆全員全員そわりまけど尋ね憲法学者方々り一項二項まま例次条文明記後追加条文優先る戦力明確認める日本危機く地球裏側武力行使るそ解釈余地出くるこ可能性否定そ言方っゃるわけ結局ろろ論争出くるふ思', '憲法個別的自衛権言葉け言葉わけ作業進める当っ憲法九条書趣旨今概念わちろ別今積み重ね放棄よま原点一度考く必要思わけ', '少戻り解釈上法制局ど解釈っぱり政府ど見解る一番大事けどわゆる文言解釈行使く解釈論く日本国平和主義目指平和憲法持ち過去ろろ経験行使意思表示っり持大事使る使議論終始大変不幸思っり']","['行使一般的憲法違反中曽根総理言わそフルスペックあろ限定的あろ行使憲法違反言葉以上思よ', 'け見参加よそ否定思っわけけど……（発言者）集団ね集団参加よそ否定思っどろろ議論く中最初個別的自衛権場合国連決議説明くる多分思けど新三要件満す限り正当る集団参加るそふ変わっ思ね', 'よ今行使っ限定的り行使るり従来憲法解釈固執政治家責任放棄言総理・総裁憲法明示的禁止合憲言高村副総裁っゃっ党中責任者方理論上得る言ょまざま御答弁ま以前徴兵制憲法違反賛成ねる話方々現時点徴兵制ま言っよそ信じ']"
29,23,29_人質武装勢力一部よ出け主張じゃ現実_副大臣御指摘り派遣終わっ南スーダンまざま貢献日本政府今後考けま一番重要人間こ平和貢献くステージ入っじゃふ思っ_革命隊テロ支援組織ふ言っわけまテロ指定わけ我国団体革命隊ど見_非伝統的ｎｔｓテロこっ今回新型コロナじゃウイルス等感染症対策自然災害等対策こっ概念共有認識りけど域内協力関係日本わり教け思,"['人質武装勢力一部よ出け主張じゃ現実', '副大臣御指摘り派遣終わっ南スーダンまざま貢献日本政府今後考けま一番重要人間こ平和貢献くステージ入っじゃふ思っ', '革命隊テロ支援組織ふ言っわけまテロ指定わけ我国団体革命隊ど見', '非伝統的ｎｔｓテロこっ今回新型コロナじゃウイルス等感染症対策自然災害等対策こっ概念共有認識りけど域内協力関係日本わり教け思', '過激化果イラク人ち守る地域治安責任持こ形るどり疑問思よ', '警察対テロ形対ハイジャック中心こ組織くわけ正直くる遅っじゃふ思', '要ｐｋｏ部隊今度拒否くるるじゃ', '自衛官保護求める邦人ま襲撃襲撃国籍不明相手わそケースど考る少大臣議論み思', '結果翻弄身危険感じ派遣員家族ち国民本当怒り持っ不安感じ', '現地派遣員す住民み命っ問題']","['自衛官保護求める邦人ま襲撃襲撃国籍不明相手わそケースど考る少大臣議論み思', '要ＰＫＯ部隊今度拒否くるるじゃ', '非伝統的ＮＴＳテロこっ今回新型コロナじゃウイルス等感染症対策自然災害等対策こっ概念共有認識りけど域内協力関係日本わり教け思']"
30,22,30_初当選ころ外交与党野党国益けっこ叫び続けまりま_初当選ころ外交与党野党国益けそ信念政治活動続けまりま_発言イージス_民主党維新党案単早段階出すま,"['初当選ころ外交与党野党国益けっこ叫び続けまりま', '初当選ころ外交与党野党国益けそ信念政治活動続けまりま', '発言イージス', '民主党維新党案単早段階出すま', '未来志向新憲法構想', '日本装備国会議論米国大統領間ディール結国会議論く装備決め国民軽視国会軽視甚言わざる得ま', '日本維新会ちりっり憲法九条明記く与党協力進めけこ思っょ関連憲法論ま', '踏ま思', '岡田委員過去二回総選挙アベノミクス道消費税引上げ延期問そ名目選挙マニフェスト小く書け行使解釈変更選挙国民問総理強行わけ', '安倍総理緊急事態対応国会具体的言及そ案示す国会議員責任責任果度答弁ま岸田総理就任憲法在り方真剣向合っく責務国会議員ちょっトーンダウン見ね']","['（拍手）今回参議院選挙抜本改革言年金制度説明責任十分果っ多国籍軍参加人生ろろ発言見る小泉総理ごりそっ批判票民主党プラス働事実ょ', '質問けど枝野議員ろろ場面全面改正得九十六条関係念頭置っゃるま繰り返っゃっ記憶民主党憲法提言「未来志向新憲法構想」ふ内容的統治機構国民権利責務地方自治全面的提言ふ思', '発言イージス・アショア配備断念踏まこふ理解けど自民党政調会設置ミサイル検討チーム座長小野寺まめ同年安倍首相提出「国民守る抑止力向上提言」踏ま思']"
31,22,31_国際情勢国内情勢変化そ解釈変更る法制局見解法律論く政策論示法制局政策論法律論すりそ政治家立法者乗っけそ個別的自衛権必要最小限度中行使る必要最小限度超る行使法制局見解実政策論そ判定自体間違考方中曽根考方よ_大事部分違憲じゃ言違憲思わるわけね_足立委員今埋立ろろ形るわけ米軍基地国観点必要国責任持っ必要法律要様々法律援用訴訟合戦る国統治在り方り_結果的国勝訴形続り国大くブレーキっわけまり沖縄国米軍基地係る合意形成手続外形的公正性ち言っ手続法不備現在混乱招こ立場ござ,"['国際情勢国内情勢変化そ解釈変更る法制局見解法律論く政策論示法制局政策論法律論すりそ政治家立法者乗っけそ個別的自衛権必要最小限度中行使る必要最小限度超る行使法制局見解実政策論そ判定自体間違考方中曽根考方よ', '大事部分違憲じゃ言違憲思わるわけね', '足立委員今埋立ろろ形るわけ米軍基地国観点必要国責任持っ必要法律要様々法律援用訴訟合戦る国統治在り方り', '結果的国勝訴形続り国大くブレーキっわけまり沖縄国米軍基地係る合意形成手続外形的公正性ち言っ手続法不備現在混乱招こ立場ござ', '第一ブロック第二ブロック規範踏襲第三ブロック関当め関現状認識変わっよっ変ま認識変わっ行使可能ふ考方変合憲こふ言わ', '社会党合憲ふ認め以上本当障害ね', '環境変わっ理由政府憲法解釈百八十度変るり方こそ立憲主義否定法的安定性損批判わけ', '明記言っ国民民主党玉木代表明記け済む自衛権ど幾合憲化任務合憲化じゃ胸張っっゃまじゃ自分意見言よ残念思わけじゃ議論', '憲法学者言っ本当正場合日米安保違憲意見少くわけまり国会っり議論く必要思', '憲法九条読新聞記事載っりけどどふ読違憲解釈るわりくわけ']","['例個別法律今回出法適用当っ憲法定め基本的人権侵害じゃ基本理念戻っ自分どすべ', 'あ本当国論二分強行否決本当違憲ま', '環境変わっ理由政府憲法解釈百八十度変るり方こそ立憲主義否定法的安定性損批判わけ']"
32,20,32_一点北方領土ござけど以外地域今御指摘与那国島尖閣列島ま我国固有領土条約第五条言日本施政下領域対象る了解り_今回場合明例米軍戦相手国領土領海領空行わ行け行使じゃ_行使目的持っ武装部隊他国領土領海領空派遣わゆる海外派兵自衛必要最小限度超ふ考るるじゃ大臣_緒方委員ホルムズ限日本行行使存立危機事態起こっ対応行使そ海外領土領海領空武装部隊出す別く原理原則そ可能じゃ,"['一点北方領土ござけど以外地域今御指摘与那国島尖閣列島ま我国固有領土条約第五条言日本施政下領域対象る了解り', '今回場合明例米軍戦相手国領土領海領空行わ行け行使じゃ', '行使目的持っ武装部隊他国領土領海領空派遣わゆる海外派兵自衛必要最小限度超ふ考るるじゃ大臣', '緒方委員ホルムズ限日本行行使存立危機事態起こっ対応行使そ海外領土領海領空武装部隊出す別く原理原則そ可能じゃ', '総理フルスペック領土領海他国領域日本行使', '端的我国領土領海領空守る積極外交積極必要', '相手国まり例米国戦っ相手国国新三要件満場合日本国領土領海領空武力行使行使ね総理考', '日本海洋権益含めわゆる日本主権維持実効支配上空制空権こっま先庁長官っゃっ今後み守り抜く国構よね維持く基本ど', '日本そ領海侵犯まけどそ措置他国る日本', '政策判断決法的判断程度存立危機事態起こり対応行使行解消海外領土領海領空武装部隊派遣く法的ホルムズけ限ろろ可能性あくホルムズ機雷掃海選政策判断すぎよろね']","['まり周辺場合尖閣場合日本当然個別的自衛権基づ我国措置るよろね', '実省ど竹島北方領土上空入っ我国領土ろ', 'け省今後対応当っ領土領空領海守る一義的警察権けど次当然自衛権省出る省・出る']"
33,19,33_今回海賊対処法案万一海上派遣場合国会事前承認項目欠落シビリアンコントロール観点必要_原則的国会民主的統制徹底意味海外活動場合国会事前承認すべ考_公共安全秩序維持関警察一義的責任負原則踏ま本改正案新規定警護出動治安出動至事態重要施設警備活用対象範囲要件警察関係ど今後国会審議通じっり検討くべ_同時審議内容イラク特措法審議海外派兵法憲法九条抵触わ十分審議深めるく成立例イラク特措法案派兵承認案件審議国連安保理イラク開戦容認わ国連決議沿っ強弁米英イラク攻撃第一理由大量破壊兵器存在断定理由聞るフセイン見っ大量破壊兵器存在言ぐ行く非戦闘地域多国籍軍参加踏み切っ一連小泉首相無責任答弁国会軽視どま国会審議空洞化重大,"['今回海賊対処法案万一海上派遣場合国会事前承認項目欠落シビリアンコントロール観点必要', '原則的国会民主的統制徹底意味海外活動場合国会事前承認すべ考', '公共安全秩序維持関警察一義的責任負原則踏ま本改正案新規定警護出動治安出動至事態重要施設警備活用対象範囲要件警察関係ど今後国会審議通じっり検討くべ', '同時審議内容イラク特措法審議海外派兵法憲法九条抵触わ十分審議深めるく成立例イラク特措法案派兵承認案件審議国連安保理イラク開戦容認わ国連決議沿っ強弁米英イラク攻撃第一理由大量破壊兵器存在断定理由聞るフセイン見っ大量破壊兵器存在言ぐ行く非戦闘地域多国籍軍参加踏み切っ一連小泉首相無責任答弁国会軽視どま国会審議空洞化重大', '中東派遣当っ四千円そじゃく海上警備行動認識特措法視野入議論っり危険手当危険軸リスク軸自衛官生命危険軸っり手当議論正面省く必要国民説明責任果する考大臣', 'わゆる国籍不明船存在場合周辺事態発生国連安保理決議状態本法案基づ庁長官実施要項定め実施区域国籍船種類不明航行場合対応法案どる', 'まり連続性担保く逆言武力攻撃事態対処法親法載国会承認け権制限項目閣議決定く国会承認ど動すど対処基本方針載大枠組みくるエスカレーション危機不確定性対応必要じゃ', 'す二〇〇一年以降思り予算額漸減テロ対策特措法イラク特措法通じ海外支援活動行っ鑑みごく自然思', '四月日米協議委員会２プラス２サイバー攻撃日米安保条約言武力攻撃当得る確認当時大臣武力行使得る国会明言重大', '議会軍統制基本原理ふ理解わけけどこ実力部隊海外行動国会承認削']","['原則的国会民主的統制徹底意味海外活動場合国会事前承認すべ考', '日本法体系法国民保護法災害対策基本法新型インフル特措法ど一連法制中既体系化緊急政令権限付与後国会承認取っ民主的権力統制く体制既整理解', '変わっ自国他国攻撃出動要件今回法改正じゃ']"
34,19,34_り一要因り日本外交上上非常欠落部分わゆるインテリジェンス情報機関不足生じふ考_テロ許一大哲学同時日本総合考方一度確立必要思_桜井一文中書急激中国ガス田プラットホーム拡大動上懸念全くど_東アジア地域新上脅威存在上こっ中め細核体制方こ模索く必要考そふ大臣答弁わけ,"['り一要因り日本外交上上非常欠落部分わゆるインテリジェンス情報機関不足生じふ考', 'テロ許一大哲学同時日本総合考方一度確立必要思', '桜井一文中書急激中国ガス田プラットホーム拡大動上懸念全くど', '東アジア地域新上脅威存在上こっ中め細核体制方こ模索く必要考そふ大臣答弁わけ', '東アジア共同体考ちろ定義一挙例東アジア地域集団的体制るど非常考く状況ふ思', '我国予算対ｇｄｐ比一', '岡田委員知る間違っ御指摘思基盤的力考方大綱以前こふ思ょ', '実際諸外国軍隊権限在り方比較み思', '具体的行動くど訓練必要等々ま中検討くるわけ現時点体制費見直行必要考り', '以上ｐｋｏ専門性特殊性要求る状況考我国ｐｋｏ行組織警察分け別途新創設考け時期既来ょ']","['今庁長官答りま北朝鮮脅威ミサイル脅威視野入考くけ', '東アジア地域新上脅威存在上こっ中め細核体制方こ模索く必要考そふ大臣答弁わけ', '我国予算対ＧＤＰ比一％下回る水準っ来米軍存在大抑止力側面ふ考り']"
35,16,35_そっ意味国防省サイバーテロ話庁予算胸張っど知りまけど十三億円っ本当胸張る話全くょ_そ中ロシア脅威っ言っ費倍増けけ_見目新費国債じゃく見目けど実際国債どどどど増っり費国債費使っじゃ一番申上げ点ね_櫻井委員予算歳出改革っろろ削っ削っ削り削る話省けじゃぶじゃぶ金使っ中無駄遣ちゃっよみちゃ話全然ま,"['そっ意味国防省サイバーテロ話庁予算胸張っど知りまけど十三億円っ本当胸張る話全くょ', 'そ中ロシア脅威っ言っ費倍増けけ', '見目新費国債じゃく見目けど実際国債どどどど増っり費国債費使っじゃ一番申上げ点ね', '櫻井委員予算歳出改革っろろ削っ削っ削り削る話省けじゃぶじゃぶ金使っ中無駄遣ちゃっよみちゃ話全然ま', '未来わっ省予算膨張すじゃ指摘繰り返ま', '改めけど財源確保関そ財源方回す分どっ影響出るっり国民皆様理解け', '全関そ言けど今回本法律案税外収入以外税外収入関ほぼほぼ活用先食け替財源確保っゃっけ将来世代負担結局っまっっり向合っけ思', '例教育予算三十年間変わっ費変わっまりこっわ寄今国力低下っ考含めけど財源論逃げちゃけ思っり取り組思', '今こっ形出る少中期的まあょっ短期けど省設置法外出す見直すべ思', '二千億円程度復興予算わざわざ剥ぎ取っ予算流用っ知恵働べっ半分怒り持っ感るぐ']","['見目新費国債じゃく見目けど実際国債どどどど増っり費国債費使っじゃ一番申上げ点ね', '二千億円程度復興予算わざわざ剥ぎ取っ予算流用っ知恵働べっ半分怒り持っ感るぐ', 'ぜ費金充ゃけょ']"
36,16,36_アメリカ言わけく日本主体的こ協力ほすべ明文化ほこ言っくべ申上げ点終わっ_キャリング_際現地決中立み民衆反米感情矛先向ける中後方支援むろ前方支援そ気持ち頑張るょ_考方そ変わるじゃ最後気市民集会行っ言っむろそ高度働け対応る省設置法一部改正機会松本意識高め思,"['アメリカ言わけく日本主体的こ協力ほすべ明文化ほこ言っくべ申上げ点終わっ', 'キャリング', '際現地決中立み民衆反米感情矛先向ける中後方支援むろ前方支援そ気持ち頑張るょ', '考方そ変わるじゃ最後気市民集会行っ言っむろそ高度働け対応る省設置法一部改正機会松本意識高め思', '皆仕事家事子育地域自治会活動こ専門的話把握理解時間余裕わけござ分りすくこっ大転換例示く必要思っけど大臣ょ', '友達友達っぎり日本自分ど考く考る時期来思わけ', '先大臣言わベンチマークポリティカルプロセス向っ政治的過程イラク中みるそベンチマーク条件認めこ逆言条件満け撤退', '先っ言っ中国ふ名指りまけど抑止力高める観点ちょっ自己中心的自分攻撃る同等起こ限り対応あじめ国際社会宣言まる懸念石川政務官省立場点ど考ょ', '今回そ意味ミサイル分野意味日本国際的貢献る非常重要分野こふ思日本独自ｂｍｄ考方野心的日本主体性意味意味理解るけど主体性言葉こわり過ぎちょっ自閉的まっじゃ懸念', '上個人意見り現行まざま国際情勢中日本役割果こ国連憲章認めるわけっり持っ上日本る議論くべあろ思']","['アメリカ側っ発動わけま不思議思恩恵こむる当然日本国認め恩恵こむる思ござ日本受けるよ', 'ニーズ通じくろ話けど大半ニーズくイラク人方自律的自分ち地域発展るり今認識わけござ', 'ど今日本国内議論先中山議員発言まけどスピーク・ラウドリー・キャリング・ア・スモール・スティック感じ努力相手挑発的言葉言気持ちよくるみそ傾向み自戒込め政治家言動気けゃぬふ思っ']"
37,16,37_そｒｏｅ持っ米軍法改正防護自体本当憲法上成り立厳く指摘ふ思_ちろ憲法上制約ど考る専守ど考る_逆武力行使一体化く当る考るょ_解釈余り難存在ど大問題最大限合意得る範囲修正くべ思っり,"['そｒｏｅ持っ米軍法改正防護自体本当憲法上成り立厳く指摘ふ思', 'ちろ憲法上制約ど考る専守ど考る', '逆武力行使一体化く当る考るょ', '解釈余り難存在ど大問題最大限合意得る範囲修正くべ思っり', '総理あ二例挙げ憲法解釈変更必要言け大可能性秘め証明聞よ', '憲法趣旨っ認めるべこふ思', '憲法専守極め大平和憲法根本簡単認める結論思っそ問題ふ整理り大臣御感想', '実力組織武装組織海外派遣わけり国民皆関与すわち国会関与相当厳格適用思っりどそ観点国会事前承認ほ', '国連中心主義行使る憲法変よ全く筋違思', '今っ姿勢憲法九条照極め問題言わけけふ思']","['○中川国務大臣先御指摘国会承認る出動警察内閣総理大臣統制下置く場合ど実際国実力部隊動すふそ際求める通例る思', 'こっ急迫反撃行為認めるど具体的精緻議論積み重ねく必要思っり', '今っ姿勢憲法九条照極め問題言わけけふ思']"
38,15,38_アショア組み合わミサイル構想そそ日本無理りま大臣_アショア議論上先刻議論ま補正本予算載っりけどイージス_逆適地見死角るイージス_総理ワシントン,"['アショア組み合わミサイル構想そそ日本無理りま大臣', 'アショア議論上先刻議論ま補正本予算載っりけどイージス', '逆適地見死角るイージス', '総理ワシントン', '結局ｉａｍｄ統合防空ミサイル日本単独じゃ', '発射どり一義的アメリカ持っ高高度静止衛星熱感知情報ミサイルちろ準備ょけど対処よろ', '普通考ヘリポートくプラットホームレーダー据日本日本アメリカ軍動全部筒抜けじゃ', '今回ミサイル導入っ情報アメリカけそシステムアメリカ購入けミサイル日本独自撃', 'ミサイル限界すべ撃ち落すま認めるべ', 'ミサイル網更レベルアップ新脅威対応るけりま']","['総理ワシントン・ポストインタビュー応じミサイル米国向ミサイル撃ち落す含め研究けこ言っ尋ねちょっ点誤解', 'トーン変まりけどイージス・アショア議論上先刻議論ま補正本予算載っりけどイージス・アショア含めミサイルど思', '逆適地見死角るイージス・アショア日本場所適アセットイージス・アショア組み合わミサイル構想そそ日本無理りま大臣']"
39,15,39_憲法九条持日本るべ派遣軍事支援く和平努力支援民生支援_よっま同法廃止部隊等対応措置直ち終了重要上イラク現状踏ま我国ふわイラク復興支援活動実施く必要_よっイラク特措法廃止部隊等対応措置直ち終了必要上イラク現状踏ま我国ふわイラク復興支援活動実施く重要_現在イラク非戦闘地域く直ち撤退すべ考オランダ軍撤退安全十分確保くる三月加イラク特措法上安全確保義務違反状態る確実,"['憲法九条持日本るべ派遣軍事支援く和平努力支援民生支援', 'よっま同法廃止部隊等対応措置直ち終了重要上イラク現状踏ま我国ふわイラク復興支援活動実施く必要', 'よっイラク特措法廃止部隊等対応措置直ち終了必要上イラク現状踏ま我国ふわイラク復興支援活動実施く重要', '現在イラク非戦闘地域く直ち撤退すべ考オランダ軍撤退安全十分確保くる三月加イラク特措法上安全確保義務違反状態る確実', '状況中明確出口戦略示破綻法的枠組み漫然派遣期間再延長政府極め無責任言わざる得イラク特措法第九条定める部隊安全確保義務果ま', '海賊対処行動ソマリア周辺国支援重要継続まり', '海賊対処口実ソマリア沖', '東北方面隊省ローテーション従南スーダンｐｋｏ第十一次要員年末派遣るる思今回カーンクエスト訓練参加想定', '日本政府難民避難民緊急人道支援積極的行当然思他方まイラク戦争正っふ反省派遣二年間延長本当解決', '日本政府ま現在実施中人道復興支援ｏｄａサマワ支援引続実施く先決現時点イラクｐｒｔ参加考りま']","['海賊対処口実ソマリア沖・アデン湾活動経費盛り込海賊問題軍隊派遣解決ま', '憲法九条持日本るべ派遣軍事支援く和平努力支援民生支援', '憲法九条持日本るべ派遣軍事支援く和平努力支援民生支援']"
40,15,40_そそ適正規模出今回派遣アメリカ以外国々引続活動続ける時点日本独自判断任務遂行形撤退考ょ_そ訓練航空ｆ15参加ｂ52戦略爆撃援護行こ前提訓練じゃ思けどど考_自分落タンク回収する体制米軍役割分担ど言っ中東出撃基地役割強化三沢米軍一部隊日本組み込まくけ_米国先制攻撃行使実際そっどる大変問題る思,"['そそ適正規模出今回派遣アメリカ以外国々引続活動続ける時点日本独自判断任務遂行形撤退考ょ', 'そ訓練航空ｆ15参加ｂ52戦略爆撃援護行こ前提訓練じゃ思けどど考', '自分落タンク回収する体制米軍役割分担ど言っ中東出撃基地役割強化三沢米軍一部隊日本組み込まくけ', '米国先制攻撃行使実際そっどる大変問題る思', '無理枠組み集団体制参加アメリカ主軸国連名っっく武力行使ちょっ理論構成ぴこね', '日米日本アメリカ側資機材事実上買大転換冒頭大臣っゃっ含めるり日本国連軍敵国じゃろ', '当然行使敵基地攻撃行際攻撃目標分担案提示アメリカ側行っくるるじゃ', '一米軍基地システム重複日本全土システムまりアメリカ側っくるｍｄ重複わ日本日本勝手る', 'アメリカ守る行使アメリカ守る歴史的次段階至るアメリカ少物言っけ永久返っこじゃ北方領土', 'アメリカ勝手介入日本巻込まるこ議論人ちく思平時アメリカ抑止力中例巨大増強中国日本主権守航行自由様々恩恵受け説明必要ょ']","['当然行使敵基地攻撃行際攻撃目標分担案提示アメリカ側行っくるるじゃ', '韓国ちっ説明今度行使', '米国先制攻撃行使実際そっどる大変問題る思']"
41,15,41_ぜひ食料食料主権気持ち置思_そ中装備庁機能っり果く論点重要ポイントく点関御見識少教け思_防大二十三期寺岡身命賭尽くこ海上庁今省ち方次第相当大対応考方そ危機感持っ_次近く現実的対応意味島嶼続考け非常残念けどり朝鮮半島有事極め深刻危機ふ思,"['ぜひ食料食料主権気持ち置思', 'そ中装備庁機能っり果く論点重要ポイントく点関御見識少教け思', '防大二十三期寺岡身命賭尽くこ海上庁今省ち方次第相当大対応考方そ危機感持っ', '次近く現実的対応意味島嶼続考け非常残念けどり朝鮮半島有事極め深刻危機ふ思', '大臣ま伺思我国担っ役割考る自衛官数減く非常難', '問題起後若干省海上少甘く見ま', '仮海外出く軍事費膨上っく明白思', '今回見直際横田空域形省方ろ思', '二年三年急激変化危く高村認識ろ思', '七月実際事起わけぐ状況駆けけ警護る大変重要判断']","['ち維新員処遇抜本的変るべ先訴り同様音楽隊員方ち処遇部隊同じ願思っり', '今回見直際横田空域形省方ろ思', '大臣ま伺思我国担っ役割考る自衛官数減く非常難']"
42,15,42_一っ議論ま日本基盤経済力財政力くちゃっ_一日当東京一万人大阪五千人数字省_都道府県道州くっ単る広域調整行すぎ形最後外交マクロ経済国限定っく_逆全国単位地元縛方外交マクロ経済ふ大所高所立っ日本政治考く大切一突破口システム地方分権細川内閣一課題けどそっく個人思っり,"['一っ議論ま日本基盤経済力財政力くちゃっ', '一日当東京一万人大阪五千人数字省', '都道府県道州くっ単る広域調整行すぎ形最後外交マクロ経済国限定っく', '逆全国単位地元縛方外交マクロ経済ふ大所高所立っ日本政治考く大切一突破口システム地方分権細川内閣一課題けどそっく個人思っり', '装備り生産当っ産業企業こ技術基盤日本中維持けけこど考く', '自身じ数字降っ例官邸降っ数字どち', '経済けメーン日本海事繁栄同時考どっち', '科学技術こそ資源国日本っ力源泉力経済力わ突詰めく技術持っ持っ開発る根本', '研究所同じ国ちゃ研究所民間よけど国ちゃくちゃ分野一思', '日本補助金与支援程度手加わけ産業働く人ち雇用守っくそっ上必要施策欧米国っま是非っけ思']","['経済けメーン日本海事繁栄同時考どっち', 'ＦＭＳけふみそっち行っちゃっ例時間大丈夫産業構造的問題九七％国内競争環境例企業体るべくまくろろ組日本る共同新技術開発く一手思', '一日当東京一万人大阪五千人数字省・自身じ数字降っ例官邸降っ数字どち']"
43,14,43_現在イラク復興支援法基づく派遣反対_現時点イラク派遣反対_派遣結論賛成_民主党現時点イラク派遣反対,"['現在イラク復興支援法基づく派遣反対', '現時点イラク派遣反対', '派遣結論賛成', '民主党現時点イラク派遣反対', '政府案イラク活動懸念ま', '原発ゼロ言中東派遣中東派遣反対', '中イラク派遣断じ容認', 'サマワ派遣ど言っ野党議員反対', 'イラク速撤退求め', 'イラク特措法基づく活動実態ど危険輸送基本的情報公開議論大前提']","['ま旧テロ特措法海外派遣シビリアンコントロール十分理由事前承認必要主張どま', '現在イラク復興支援法基づく派遣反対', '現在イラク復興支援法基づく派遣反対']"
